#,籤號,等級,宮位,詩曰一,詩曰二,詩意,解曰,故事,故事內容,家宅,自身,求財,交易,婚姻,六甲,行人,田蠶,六畜,尋人,訟詞,移徙,失物,疾病,山墳
60,第六十籤,下籤,寅宮,"抱薪救火火增烟
燒卻三千及大千
若問營謀併出入
不如收拾莫憂燃","抱薪救火大皆燃
燒遍三千亦復然
若問榮華并出入
不如收拾枉勞心",此卦抱薪救火之象。凡事亦自謹防也。,有千般計。一旦相惹。不如莫動。恐惹禍身。,先主連營,劉備因關羽遭襲遇害、張飛遭部下殺害之際，不顧孔明勸阻執意攻打東吳，但因缺乏充分理智而犯兵家大忌，做出連營七百里的佈局，結果遭東吳陸遜利用天候之機進行火攻，蜀軍傷亡慘重之餘，劉備只好逃往白帝城，且因病在白帝城託孤逝世。,凶,祈保,微微,不合,不合,險,滯,不利,損,杳,虧,吉,西方,有驚,平平
61,第六十一籤,中籤,寅宮,"日上吟詩月下歌
逢場作戲笑呵呵
相逢會處難藏隱
喝啋齊聲嗹哩囉","日落吟詩月下歌
逢場作戲笑呵呵
相逢會遇難藏避
唱彩齊唱連理羅",此卦守舊隨時之象。凡事時吉利也。,佳人在屋。吟唱詩曲。一片歡心。命中禍福。,廝養卒走燕取歸趙王,韓廣至燕，燕人因立廣為燕王。趙王乃與耳、餘北略地燕界。趙王間，為燕軍所得。燕囚之，欲與分地。使者往，燕輒殺之，以固求地。耳、餘患之。有廝養卒謝其舍曰：“吾為二公說燕，與趙王載歸。”舍中人皆笑曰：“使者往十輩皆死，若何以能得王？”乃走燕壁。燕將見之，問曰：“知臣何欲？”燕將曰：“若欲得王耳。”曰：“君知張耳、除餘何如人也？”燕將曰：“賢人也。”曰：“其志何欲？”燕將曰：“欲得其王耳。”趙卒笑曰：“君未知兩人所欲也。夫武臣、張耳、陳餘，杖馬下趙數十城，亦各欲南面而王。夫臣之與主，豈可同日道哉！顧其勢初定，且以長少先立武臣，以持趙心。今趙地已服，兩人亦欲分趙而王，時未可耳。今君囚趙王，念此兩人名為求王，實欲燕殺之，此兩人分趙而王。夫以一趙尚易燕，況以兩賢王左提右挈，而責殺王，滅燕易矣。”燕以為然，乃歸趙王。養卒為御而歸。（孝武本紀第十二•張耳陳餘列傳第二十九）,安,吉,順,利,成,女,至,熟,旺,至,有理,吉,凶,即痊愈,大吉
62,第六十二籤,中籤,寅宮,"晨昏全賴佛扶持
雖是逢危不見危
若得貴人來接引
此時福祿自相隨","晨昏傳籟佛扶持
須是逢危卻不危
若得貴人相引處
那時財帛亦相隨",此卦守舊平安之象。凡事遇貴則吉也。,諸事平穩。四方名顯。改換從新。凶存吉現。,呂蒙正破窯守困,"
參考雷雨師一百籤第五籤『呂蒙正守困』 宋(朝)呂蒙正。字聖初。河南人。父龜圖與母不合並。蒙正老遂之時。貧甚。投跡龍門。封僧鑿山巖為龕。禁足不出。守困此年。太宗時。舉延試第一。二歷相府。以直道自持。拜太師。致仕歸。累封許國公。卒謚文穆。",安,吉,西方,遂,成,祈福,阻,七分,利,西方,虧,守舊,見,祈福,吉
63,第六十三籤,中籤,卯宮,"昔日行船失了針
今朝依舊海中尋
若還尋得原針在
也費工夫也費心","昔然行船失了針
今朝依舊海中尋
若然尋得原針在
也費工夫也費心",此卦海中尋針之象。凡事費心勞力也。,福是緣基。緣是福種。說得分明。切宜守謹。,女媧氏煉石,淮南子。覽冥篇。往古之時。四極廢。九州裂。天不兼覆。地不周載。火爁炎而不滅。水浩洋而不息。猛獸食顓民。鷙鳥攫老弱。于是女媧煉五色石以補蒼天。斷鰲足以立四極。殺黑龍以濟冀州。積蘆灰以止淫水。蒼天補。四極正。淫水涸。冀州平。狡蟲死。顓民生。背方州。抱圓天。當此之時。禽獸蟲蛇。無不匿其爪牙。藏其蜇毒。無有攫噬之心。考其功烈。上際九天。下契黃壚。名聲被後世。光暉熏萬物。CHANCE提醒您本籤意指就算失而復得，也不是就此畫下幸福完美句點，日後仍需當『孝子』為他（它）勞心費力維持照料。,欠利,謹防,有,成,不合,阻,滯,吉,莫養,難,宜和,宜遷,凶,難痊,暫安
64,第六十四籤,下籤,卯宮,"譬若金鱗放碧漪
暗遭羅網四邊圍
思量無計翻身出
命到泉關苦獨悲","游魚卻在碧波池
撞遭羅網四邊圍
思量無計番身出
事到頭來惹事非",此卦魚遭羅網之象。凡事亦宜提防也。,屋下安身。禍從天降。早覺先防。免遭災殃。,石崇被害,"晉。石崇字季倫。為城陰太守。伐吳有功。封安陽鄉侯。財業豊積。室宇宏麗。庖膳窮水陸之珍。與王愷以奢靡相尚。後為交趾採訪。此有美女。名綠珠。以珍珠十斛買之。藏於金谷。被趙王倫窺見。乃以計害崇。冀得綠珠。及崇被難。綠珠墜樓而死。
",凶,險,虛,中平,不合,驚,有阻,損,衰,杳,虧,吉,凶,有災險,宜改
65,第六十五籤,下籤,卯宮,"眼前歡喜未為歡
危不危兮安不安
割肉成瘡因甚事
不如守舊得安全","眼前歡喜未為歡
亦不危時亦不安
割肉補瘡為甚事
不如守舊待時光",此卦割肉成瘡之象。凡事只宜守舊待時。,知止則止。知寬自寬。割自身肉。疾痛一般。,越王句踐棲會稽山,春秋時代，吳王夫差為報父仇攻打越國，越王句踐不聽范蠡、文種之勸議和，執意出兵應戰，結果敗逃會稽山。句踐請范蠡、文種設法解危，日後並圖謀復國。,不安,口舌,不利,小人,不長,有驚,阻,損,損,招非,虧,守舊,難尋,反覆,不利
66,第六十六籤,下籤,卯宮,"路險馬行人去遠
失群羊困虎相當
危灘船過風翻浪
春暮花殘天降霜","路險馬嬴人行急
失群軍卒困相當
灘高風浪船棹破
日暮花殘天降霜",此卦船破下灘之象。凡事險阻提防也。,守舊守舊。安靜無咎。不用求謀。自在優游。,楚霸王陰陵失道,楚霸王項羽敗逃時，在陰陵向老人問到江邊的路，沒想到順著老人所指竟入沼澤難以行動，幾乎被劉邦軍追上，項羽最後到了烏江知大勢已去，因無顏見江東父老，遂自刎而死。,憂疑,災耗,破失,敗,不長,危險,阻,損,損,杳,虧,莫動,,即設送,不利
67,第六十七籤,上籤,卯宮,"一條金秤等君情
無增無減無重輕
為是平生心正直
文章不識義皆明","一條金線秤君心
無減無增無重輕
為人平生心正直
文章全貝藝光明",此卦心平正直之象。凡事平穩無凶也。,心平正直。到底清平。只依本份。天下太平。,管仲相齊,"齊桓公因為管仲曾經用箭射他，非常生氣，要把他殺掉。但是鮑叔牙跟齊桓公說，管仲很有才幹，要重用他，讓他治理國事，齊國一定會強大起來。齊桓公起初不願意，經鮑叔牙再三勸告，後來，才勉強同意讓管仲作官。齊桓公說：「你叫他來我跟他談一談。」鮑叔牙說：「如果您打算用管仲，就應該請他當宰相，並且對待父兄一般對待他。這樣，全國的老百姓，聽說您尊重有才幹的管仲，不計較他以前殺您的仇恨，一定都會佩服您，接受您的領導。」齊桓公親自迎接管仲，和他談論國事，越談越有勁，接連談了三天三夜，一點兒也不覺得累。齊桓公很高興，就正式請管仲作宰相。齊桓公聽從鮑叔牙的建議，拋棄個人恩怨，任用管仲。地位低的人不能統轄地位高的人，他就拜管仲為上卿。管仲做了上卿以後，仍然沒有把國家治理好。桓公問他原因，管仲說，窮人不能使令富人。桓公又把齊國的一年市租全賜給他，但是國家仍然沒有治理好。桓公又問管仲原因何在，管仲說，關係較疏遠的人不能統治關係較親近的人。桓公於是尊稱管仲為仲父（仲是管仲的字，父是尊稱。），以提高管仲的地位。因為桓公能信任管仲，所以齊國才得平治和強大。孔子曾經評論這件事說：「管仲雖然很賢能，如果不能獲得以上那三種待遇，也不能使桓公南面稱霸。」有一次，山戎（就是北狄，也是後來的鮮卑）侵略燕國，燕國向齊國求救，齊桓公率兵去解救燕國，把山戎趕走，一直打到孤竹地方才回師。燕國國君莊公非常感激齊桓公，一直送桓公到齊國境內。桓公問管仲說：「諸侯之間彼此相迎送，可以出國境嗎？」管仲回答說：「不是天子，諸侯不可以走出國境相迎送。」桓公了解這情形以後，說：「照這樣說，這是不合禮制的了。燕莊公大概是因為懼怕，才會這樣失禮的。我由於無道而讓燕君失禮，不可以。」便割讓燕君所到過的地方給燕國。諸侯知道了這件事，都很佩服齊桓公，紛紛到齊國去朝拜，表示歸附。管仲作了三年宰相，齊國一天比一天富強。 但齊桓公這樣一位英明的國君，後來竟因為不聽管仲的話而落了一個悲慘的下場，實在令人惋惜。那就是當管仲病重的時候，桓公去看他，並向他請教國事。他問管仲說，如果管仲不幸過世了，豎刁和易牙可不可以讓他們執掌國政。管仲說，豎刁為了求得君上的信任，自己割去生殖器；易牙為了討君上的歡心，把自己的兒子殺了煮給君上吃。他們對於自己的身體都忍心傷害，甚至忍心殺死自己的兒子，對於君上，他們還有什麼做不出來的呢！如果桓公重用他們，一定會讓諸侯笑話。桓公不聽管仲的規勸，在管仲死後重用豎刁和易牙。後來桓公生病，他的五個兒子各自樹黨爭著要繼承君位。豎刁和易牙乘機相與作亂，關閉宮門，築起高牆，不讓人進宮。結果桓公餓死在壽宮，屍體停在床上六十七天，生了蛆，屍汁流出戶外。一直到無詭即位，才為他斂殯。（本段轉載自國語日報社出版李炳傑編著「三字經裡的故事」）
",安,平,守慎,穩,合,男,有信,穩,安,遲,和,守舊,見,禳星,平
68,第六十八籤,中籤（上籤）,卯宮,"門庭清吉夢禎祥
積善于門大吉昌
訟理婚成蠶又熟
病逢良藥得安康","直言說話君須記
莫在他鄉求別藝
切須守己舊生涯
除是其餘都不利",此卦春夢百花之象。凡事遇貴人大吉也。,春深日暖。百花自開。事莫遲疑。從人顯達。,李吉甫三代為相,李吉甫、李德裕父子歷任三代皇帝均位居宰相的故事，李吉甫、李德裕父子亦為唐朝『牛李黨爭』之李黨代表人物。李黨作風相對保守、拘謹，任宰相期間社會安定，政治清明，是安史之亂後唐朝的盛世高峰。,旺,安,春旺,遂,成,防驚,到,利,旺,至,勝,如意,急尋,安,大吉
69,第六十九籤,中籤,辰宮,"冬來嶺上一枝梅
葉落枯枝總不摧
探得陽春消息近
依然還我做花魁","冬來嶺上一枝梅
葉落枝枯終不摧
但得陽春悄急至
依然還我作花魁",此卦梅花占魁之象。凡事宜遲則吉也。,一箭射空。當空不空。待等春來。彩在其中。,程嬰匿孤存趙,這個故事發生於晉國。當時為西元五九七年（晉景公三年），晉國大夫屠岸賈為了擴張權位，決意剷除政治資源豐富的趙家。原來，晉國有名大夫叫趙盾。景公繼位後，趙盾就死了，他的兒子趙朔繼承大夫的職位。屠岸賈想藉著趙朔實力還未坐大時，把趙家勢力連根拔起。於是，屠岸賈帶領諸將攻入趙府，殺了趙朔和趙家所有族人，只剩下趙朔的妻子。趙朔的妻子是國君晉景公的姑姑，當時已有身孕，她僥倖逃出，躲入宮中，成為這件慘絕人寰的滅門血案唯一的活口。趙朔的門客中，有個叫公孫杵臼的，問趙朔生前好友程嬰說：「趙家有難，你怎麼沒殉死呢﹖」程嬰回答道：「聽說趙朔的妻子有遺腹子。若有幸為男兒，我將撫育他，好為趙家復仇﹔若為女兒，我再跟隨趙朔而死。」不久，趙朔的孩子呱呱落地，是一名男孩。屠岸賈聽說趙家有後代，為免後患無窮，派人搜捕。趙夫人想逃也逃不出，危急中冒險一試，把嬰孩藏在褲襠裡，並祈禱說：「孩子啊！如果趙氏從此滅絕，你就哭吧！如果趙氏不絕後，你就不要出聲。」說也神奇，屠岸賈的爪牙大肆搜尋時，嬰兒竟一聲也沒哭。程嬰聽說趙朔的嬰孩大難不死，問公孫杵臼說：「屠岸賈沒搜到嬰孩，勢必不肯善罷干休，以後還會再搜。逃得了一時，逃不了一世，怎麼辦﹖」公孫杵臼問說：「撫養孤兒和一死，何者較難﹖」程嬰想了想，答道：「一死百了，比較容易﹔養育孤兒長大，較難。」公孫杵臼對程嬰表示：「趙朔生前待你不薄，你就做較難的任務吧！我選擇容易的，讓我先死。」兩人說定後，便分頭進行。他們先設法找來一名別人家的嬰兒，由公孫杵臼帶到山中躲起來，程嬰則進宮偷偷把趙朔的嬰兒運出去。一切安排妥當後，程嬰前去告密說：「小的不才，無法撫養趙氏孤兒長大。只要給我賞金，我就說出他的下落。」屠岸賈的部將聽了很高興，便發出一筆獎金，跟著程嬰，來到公孫杵臼的山居小屋。公孫杵臼一見到程嬰，便破口大罵：「你這個小人，說好共同撫育嬰兒，如今竟然出賣我。」說完，向諸將求情說：「趙氏孤兒有什麼罪﹖要殺殺我好了。」諸將不肯，還是殺了公孫杵臼。屠岸賈聽說趙氏已經絕後，便放了心。他哪裡料到，趙氏孤兒仍活得好好的，正由程嬰撫養，取名為趙武。十五年後，晉景公生了一場病，用卜卦問吉凶。透過卜辭，景公懷疑，趙朔似乎有後代。景公詢問大夫韓厥。韓厥可能是當時唯一知道這件事的人。當年，屠岸賈派人殺害趙氏一家，事先知情的韓厥，搶先通知趙朔，要趙朔快逃。趙朔不肯，只拜託韓厥，務必為趙家保存後嗣。韓厥聽景公問起，便一五一十地把事情的來龍去脈秉告。景公既驚且怒，下令為趙朔平反。於是祕密召來趙武和程嬰，讓趙武率軍攻擊屠岸賈，滅了屠岸賈家族，一如當年屠岸賈對趙家所做的。眼看趙武長大成人，又報了仇，程嬰決定赴死。他向趙武訣別，趙武啜泣跪求程嬰不要死，但程嬰心意已決，說：「我不能不死。當年，公孫杵臼看重我的辦事能力，把大事交給我，自己先我而去。我若不去九泉之下會他，他還以為我沒把事情辦好呢！」程嬰於是自盡。趙武為程嬰服喪三年。,欠利,作福,謹慎,待時,遲成,春實秋虛,遲至,旺,旺,見,虧,,東方,虛驚,宜改
70,第七十籤,下籤,辰宮,"朝朝役役恰如蜂
飛來飛去西復東
春暮花殘無覔處
此身不戀舊叢中","朝朝恰似采花蜂
飛出西南又走東
春盡花殘無覓處
此心不變舊行蹤",此卦蜜蜂采花之象。凡事勞心費力也。,無覓春色。久雨不晴。求謀動用。不如安靜。,諸葛瑾與關公說親,曹操遭劉備所敗，遂自立為漢中王，曹操一時無力反擊之際，請東吳孫權攻打荊州。孫權不想得罪曹操，又想奪回荊州，遂依諸葛瑾（諸葛亮兄長）提議，由諸葛瑾前往荊州見關羽，提議孫權之子與關羽之女的婚事，結果關羽悍然拒絕，孫權得知便決定派兵襲取荊州。,口舌,小人,破耗,反覆,不長,虛花,杳,損,損,無蹤,虧,守舊,空,有阻,改
71,第七十一籤,中籤,辰宮,"誰知愛寵遇強徒
女子當年嫁二夫
自是一弓施兩箭
騎龍跨馬上安居","認知倉龍十九衛
女子當年嫁二夫
自是一弓架兩箭
切恐龍馬上安居",此卦一弓架兩箭之象。凡事再合則吉也。,不出重重。事由天命。振六中開。切宜謹守。,貂蟬從王司徒計,貂蟬是東漢末年司徒王允的歌女，國色天香，有傾國傾城之貌。見東漢王朝被奸臣董卓所操縱，於月下焚香禱告上天，願為主人擔憂。王允眼看董卓將篡奪東漢王朝，設下連環計。王允先把貂蟬暗地裡許給呂布，在明把貂蟬獻給董卓。呂布英雄年少，董卓老奸巨猾。為了拉攏呂布，董卓收呂布為義子。二人都是好色之人。從此以後，貂蟬周旋於此二人之間，送呂布於秋波，報董卓於嫵媚。把二人撩撥得神魂顛倒。呂布自董卓收貂蟬入府為姬之後，心懷不滿。一日，呂布乘董卓上朝時，入董卓府探貂蟬，並邀鳳儀亭相會，貂蟬見呂布，假意哭訴被董卓霸佔之苦，呂布憤怒。這時董卓回府撞見，怒而搶過呂布的方天畫戟，直刺呂布，呂布飛身逃走，從此兩人互相猜忌，王允便說服呂布，鏟除了董卓。京劇有《鳳儀亭》就是敘述這段故事的。貂嬋與西施、楊貴妃、王昭君為中國古代四大美女。,損失,是非,勞力,謹防,再合,先虛后實,阻,晚收,損,見,虧,改,,禳星,改
72,第七十二籤,中籤,辰宮,"弄蜂須要求他蜜
只怕遭他尾上針
雖是眼前有異路
暗裏深藏荊棘林","養蜂須用求他蜜
只怕遭觸尾上針
須是眼前有異路
暗驚深如荊棘林",此卦結蜂采蜜之象。凡事勞心費力也。,事須仔細。不用強求。結蜂采蜜。有甚來由。,呂不韋見秦王手書,呂不韋約生於西元前290－280年之間，死於西元前235年。呂不韋出生於衛國濮陽，曾在陽翟以往來販賤賣貴爲業，而成為家累千金的富商。奇貨可居秦昭王40年，秦國太子死。昭王42年，立昭王次子安國君爲太子。安國君有子女20餘人。其愛姬被立爲正夫人，賜號華陽夫人。華陽夫人膝下無子。安國君有一排行居中的兒子子楚（又叫異人），子楚的母親叫夏姬，不受寵愛。子楚就被作爲秦國的人質生活在趙國。因爲秦屢次攻趙，所以趙國對子楚也很不禮貌。子楚作爲諸普通公子的一員，居住在趙國爲人質，生活用度都不寬裕，經濟拮据，日子過得很不稱心。一次，呂不韋去趙都邯鄲做生意，見此情形，大爲感慨地說：「奇貨可居啊！」於是就去求見子楚，並對子楚說：「我能讓您富有天下貴爲天子。」子楚聽後笑著說：「您還是自己先富貴，然後再讓我富貴吧」呂不韋說：「您有所不知，我的富貴是待您富貴後才能實現啊。」子楚心知呂不韋所指，便和他促膝密語，說了很多肺腑之言。呂不韋說：「秦王老了，安國君如今又是太子。我聽說安國君最寵愛華陽夫人，而華陽夫人膝下無子，如此，能推立繼承人的就只有華陽夫人了。您兄弟20餘人，而您排行居中，且您長在諸侯作爲質，又如何能被安國君重視？如此看來，即使昭王死後，安國君得立爲秦王，您也沒有多少把握和長兄及諸公子爭得太子之位。」子楚深深贊同，便說：「那依先生之見，該如何是好？」呂不韋說：「您經濟不寬裕，又客居在此，既無資財以奉獻親友，也不能結納門人賓客。我呂不韋雖不富裕，卻想用千金之資去爲公子西向遊說秦廷，讓安國君及華陽夫人立公子爲繼承人。」子楚聽後，忙下席跪拜說：「若先生的謀劃真得以實現，願平分秦國與先生共用。」遊說秦廷於是，呂不韋便以五百斤金交與子楚，以供日常用度，及結納賓客賢達之需，又以五百斤金盡購奇珍異寶，自帶著來到秦國，遍謁華陽夫人及其姐妹宗親，廣施珠玉。並皆于謁進時附言，極贊公子子楚才高德賢，且結納天下賢士豪傑，又常念道：「華陽夫人是我子楚的精神依靠，日夜泣思父王及夫人。」華陽夫人聽後大喜。呂不韋又使其姐對華陽夫人說：「我聽說以美色而得寵倖的，等人老色衰時，寵倖也就不再了，現在夫人侍奉太子（安國君），若趁此時讓夫人選出繼承人，則安國君在位時尊寵，安國君百年之後，其所舉薦之子爲王，則永不失尊寵之勢，這真是一句話而得百代之利啊！倘不在得幸時爲身後事作好準備，等到色衰愛馳，雖想進一語，安國君還能如此言聽計從嗎？現諸公子中，數子楚最爲賢孝，但自知排行居中，而且按照國律，次子又不得立爲繼承人，其母亦不見寵倖，故想依附夫人。夫人如能在此時立子楚爲繼承人，那夫人將終生得寵于秦國啊！」華陽夫人聽後，深有同感。一次，侍奉安國君時，華陽夫人從容地說起子楚，誇他雖身在趙爲人質，實是諸公子中最爲賢孝者，從趙國來的人都稱頌他。接著哭道：「我得大王錯愛以服侍左右，卻不幸膝下無子，我想讓子楚立爲繼承人，以減賤妾無後之過。」安國君見夫人爲了國家如此悲切，就答應了。爲防日後生變，又與夫人刻玉符爲據，立子楚爲繼承人。安國君和夫人厚賜子楚，並請呂不韋做子楚的老師，時時侍其左右。子楚因而在諸侯中名聲大振。步步爲營呂不韋在所娶的邯鄲諸小妾中，曾與容貌姣好且能歌善舞者同居，並已身懷有孕。一天，子楚和呂不韋對飲，子楚與其小妾一見鍾情，心甚愛慕。酒飲至中巡，子楚起身爲不韋祝酒，請不韋把那個美姬賜給他。呂不韋一聽大怒，但一想到自己已爲子楚傾家蕩產，並想以此奇貨釣得大魚，於是就勉強答應了。那姬並未把懷孕的事告訴子楚，到臨産時，生下一子「政」。子楚因之立此姬爲夫人。秦昭王50年，派大將王翦圍攻邯鄲，情急之下，趙國欲殺子楚，子楚和呂不韋商議，用黃金六百斤賭賂看守，才得以逃脫。趙國欲殺子楚夫人和兒子，子楚的夫人是趙國豪強家的女兒，得以隱匿，因此母子得以活下來。秦昭王56年，昭王去世，太子安國君立爲王，華陽夫人爲王后，子楚爲太子，趙國也把子楚夫人及兒子政送歸秦國。位極人臣安國君即位爲王一年後去世，諡號孝文王。太子子楚代立，號襄王。襄王母親華陽王后封爲華陽太后，生母夏姬被尊爲夏太后。襄王元年，以呂不韋爲丞相，封爲文信侯，賜食河南洛陽十萬戶。《呂氏春秋》在當時，魏有信陵君，楚有春申君，趙有平原君，齊有孟嘗君，皆禮賢下士，喜結交賓客。呂不韋居強秦，養士卻不及此四人，於是廣招天下賢士，分給厚賜，以至有食客三千人。當時諸侯中多有能言善辯之人，如荀子之類，書遍佈天下。呂不韋就讓其客人人寫下所見所聞，彙集在一起，分類爲萬物古今事之大成，故名之爲《呂氏春秋》，還把此書放在咸陽市門，並懸賞千金請諸侯遊士有能增減一字者，賞千金。淫亂後宮秦始皇漸漸長大，而太后卻淫欲不止。呂不韋怕東窗事發，大禍臨頭，於是就偷偷找了一個門士「嫪毐」，收在門下。後來呂不韋把毒獻給太后，並撥掉其鬚眉以充太監。由於恐別人發覺，故謊稱占卜結果當避出宮。於是就遷宮於雍。嫪毐跟其左右，賞賜非常豐厚，事無大小皆聽嫪毐，嫪毐家僮千人，門人食客千餘人。東窗事發秦始皇九年，有人告發嫪毐並非宦官，常與太后私亂。於是秦王把當事人俱都下獄，大刑拷問，皆得事情真相，而相國呂不韋與事也有牽連。是年九月，斬嫪毐三族，殺太后私生兩子，遷太后於雍。嫪毐諸門人也家產盡沒，發配至蜀地。秦王欲誅相國，但因爲他輔佐先王功大，而其賓客辯士爲其四處遊說，於是秦王不忍治其罪。秦王十年十月，免呂不韋相國之職。齊人芳焦遊說秦王，於是秦王把太后從雍接回咸陽，並讓呂不韋回其在河南的封地。飲鴆自殺歲末，各諸侯國的使者及賓客相望於道，謁見呂不韋。秦王恐他謀反，便賜信給他說：「先生您對秦有什麽功勞？秦封您于河南，食俸十萬戶。先生您和秦有何親緣？而號稱仲父。於是命呂不韋和其家屬遷居蜀地。」呂不韋想，照此日奪月銷，恐最後被誅，於是就飲鴆自殺了。,欠利,防,阻,遲,阻隔,虛驚,遲,少收,少收,難,虧,莫動,凶,設送,敗
73,第七十三籤,上籤,巳宮,"春雷震起蟄中蟲
脫卻塵凡出舊墉
忽遇風雲交際處
自然變化得成龍","春來雷震百蟲鳴
番身一轉離泥中
始知出入還來往
一朝變化便成龍",此卦雷發百蟲之象。凡事遇貴人吉兆也。,雷發時轉。出入兩存。一朝變化。直到天門。,蕭何月下追韓信,劉邦被項羽封在漢中，韓信到漢中投奔他。蕭何認為韓信是個奇才，多次勸劉邦重用他，都被劉邦拒絕。韓信認為劉邦不會重用自己，便離開他走了。蕭何聽到韓信離開的消息十分焦急，來不及稟告劉邦就親自朝韓信走的方向追去。劉邦誤以為蕭何也離他而去，感到就像失去了左右手一樣。後來，蕭何把韓信追了回來，劉邦就埋怨他說﹕「隨我到漢中的人最近逃跑了幾十個，你都沒有去追，為什麼要追韓信？」蕭何說﹕「那些逃走的人不難得到，至於韓信則不同，他可是個難得的人才。如果您打算永久在漢中稱王，就不要用韓信，如果您想東出與項羽爭奪天下，非用此人不可。」劉邦說﹕「看在你的份上，我用他為將軍如何？」蕭何說﹕「不行，這樣仍留不住他。」劉邦又說﹕「任他為大將軍怎麼樣？」蕭何說﹕「這樣做就可以了。」劉邦想把韓信招來委以大將軍之任，蕭何說﹕「大王待人一向怠慢無禮，如今又像叫小孩子一樣把韓信叫來，韓信還是要走。您要真想拜他為大將軍，就得選擇良日，經過齋戒，然後築起壇場鄭重其事地登壇拜將才行。」劉邦答應，並按照蕭何所說，拜了韓信為大將軍。韓信成功之後，以千金回贈當年給他飯吃的婦人。他給當年污辱他的里長一些錢，那個要韓信跨下而行的人，韓信給他當個小官。韓信後來舉棋不定，又想反，又不反。韓信先被貶為淮陰侯，後來謀反不成，被呂后設計謀，在長樂宮的鐘室斬了韓信，並夷其三族。一代大將軍，便在大漢天下底定之後，隨著走入了歷史。,祈福,平常,春利,貴人,成合,男,到,早生,春利,見,勝,吉,,險阻,吉
74,第七十四籤,下籤,巳宮,"慵飛野鶴自投籠
欲舉鵬霄落陷中
南北東西混障碍
此身憔悴恨無窮","似鵠飛來自入籠
欲得番身卻不通
南北東西都難出
此卦誠恐恨無穹",此卦似鵠投水(籠)之象。凡事多虛少實也。,進身可(不)得。退步為(不)能。低頭直去。悉在其中。,韓非入秦被害,秦王要攻打相鄰的韓國，韓王便派公子非（韓非）前往請秦王退兵，結果沒想到韓非反而成為秦王倚重的策士。秦大臣李斯是韓非的同學，見到韓非受秦王重視，自知才學不足的李斯一面勸秦王要善用客卿（上『諫逐客書』反對秦王的逐客令），一面卻嫉妒並害死投秦之客卿韓非；一面偽裝與韓非友好，一面又設計讓韓非入獄，探監時故意不慎遺落毒藥給求死不能的韓非（其實韓非可能將被秦王下令釋放），故韓非自盡。chance 提醒您李斯害韓非有如龐涓害孫臏，這個故事的啟示是：您可能有個『很好的壞朋友』（夥伴），真是防人之心不可無。,不安,困滯,小人,破耗,刑傷,刑劫,阻,缺,瘟,杳,禍,不利,凶,延,絕
75,第七十五籤,中籤,午宮,"宛如抱虎過山前
戰戰兢兢膽碎寒
幸得山前逢妙手
方能保得一身安","恰如拖虎過高山
戰戰競競膽碎寒
不覺忽然從好事
切須保守一身安",此卦抱(拖)虎過山之象。凡事險凶驚恐也。,危危險險。前程有阻。若問求謀。到底辛苦。,伍子胥中流得蘭槳,伍子胥過昭關以後到了河邊，幸好遇到漁夫，伍子胥與公子勝才得以上傳，漁夫先撐篙至江心，到了中流再划蘭槳，一下子就到了對岸。伍子胥取出配劍要贈送漁夫，漁夫說既然沒有檢舉討賞，也不會收下伍子胥的劍，故伍子胥與公子勝拜謝後離去。,祈保,提防,謹慎,滯,難順,有驚,阻,五分,損,杳,虧,守,難,祭虎,凶
76,第七十籤,中籤,午宮,"魚龍混雜意和同
耐守寒潭未濟中
不覺一朝頭角聳
禹門一跳到天宮","魚龍混雜意相同
耐守深潭待運通
不覺一朝頭聳出
禹門一跳過龍宮",此卦魚龍未變之逸象。凡事待時至可也。,雖是滋基。也要待時。營謀自本。切莫妄為。,孫叔敖隱處海濱,楚國孫叔敖為忠臣之後，為避殺身之禍隱居在海濱，一日見到兩頭蛇，聽說見到兩頭蛇將不久人世，故將兩頭蛇打死掩埋，以避免其他人受害，然後向其母訣別。其母認為其子善心必有善報，必然不會有難，果然楚王獲知孫叔敖為忠良之後，即命孫叔敖為官。,平安,康泰,有,待時,遲合,生男,遲,晚豐,尾利,未遇,延,守舊,,阻,發
